company_size,pricing_views,email_opens,industry,title,converted
1751,3,13,Healthcare,VP,1
4074,0,5,Retail,Director,0
1241,7,12,Retail,CEO,1
2882,9,12,Healthcare,VP,1
4255,7,12,Retail,Coordinator,1
2134,9,8,Retail,Manager,1
2867,5,7,Healthcare,CEO,1
2080,5,1,Finance,VP,0
202,5,7,Retail,CEO,1
1399,9,0,Manufacturing,VP,1
4304,9,12,Healthcare,Director,1
2129,5,0,Finance,CEO,0
2872,4,1,Retail,Coordinator,0
69,5,7,Manufacturing,Director,1
1637,8,11,Retail,Coordinator,1
1554,2,3,Finance,CEO,0
4932,6,9,Manufacturing,Manager,0
2276,0,15,Finance,CEO,1
1722,0,8,SaaS,VP,0
20,6,6,Finance,VP,1
250,5,3,SaaS,Director,0
3349,5,7,Manufacturing,CEO,1
4773,6,6,Finance,VP,1
3242,7,8,Retail,VP,1
3238,6,1,Finance,Director,0
1128,7,6,Manufacturing,Coordinator,0
3897,4,3,Healthcare,Coordinator,0
1211,0,9,SaaS,Manager,0
737,0,5,Retail,CEO,0
377,7,3,Manufacturing,VP,1
951,6,9,Manufacturing,VP,1
4858,7,15,Manufacturing,CEO,1
1666,8,6,Finance,Manager,0
3508,1,8,Healthcare,Director,0
2643,7,11,Healthcare,CEO,1
4336,9,6,Healthcare,Manager,0
2827,10,5,Retail,Manager,0
1531,7,0,Retail,Coordinator,0
3863,5,13,Retail,Manager,0
3949,1,3,Finance,Coordinator,0
1503,3,12,SaaS,Director,1
4679,1,4,Finance,CEO,0
3792,4,11,Manufacturing,Coordinator,0
4277,4,3,Finance,Director,0
4091,6,14,SaaS,VP,1
4147,0,15,Manufacturing,Manager,0
377,10,12,Healthcare,Manager,1
255,6,8,SaaS,CEO,1
303,7,6,Manufacturing,VP,1
3625,8,8,Manufacturing,Director,1
97,3,8,Manufacturing,VP,1
3798,3,13,Healthcare,VP,1
69,4,8,Manufacturing,Director,1
3935,2,1,Manufacturing,Manager,0
1559,1,14,Manufacturing,Coordinator,0
2015,10,12,Healthcare,Director,1
687,6,15,Manufacturing,VP,1
4127,4,8,Healthcare,Manager,0
4522,8,10,Manufacturing,Director,1
206,3,5,SaaS,CEO,0
3055,6,0,Healthcare,Director,0
3477,9,1,SaaS,VP,1
1312,3,1,Finance,Coordinator,0
4909,10,12,Retail,Director,1
1803,0,5,Finance,VP,0
3283,5,8,SaaS,Director,1
250,7,3,Healthcare,VP,1
502,2,14,Finance,Director,1
220,1,4,Manufacturing,VP,0
1771,1,10,SaaS,Manager,0
2403,2,6,SaaS,Coordinator,0
1157,0,12,Manufacturing,Director,1
464,4,3,SaaS,Coordinator,0
1955,0,11,Healthcare,Coordinator,0
2368,7,6,Manufacturing,VP,1
3642,7,14,Finance,Coordinator,1
4314,2,8,Healthcare,VP,1
1949,8,3,Healthcare,Manager,0
4399,2,15,Finance,Director,1
4230,2,13,Healthcare,Director,1
4817,5,3,Manufacturing,VP,1
1522,5,11,Retail,CEO,1
4334,8,2,Healthcare,VP,1
4857,0,7,SaaS,Coordinator,0
1025,9,13,Manufacturing,VP,1
2494,4,14,Retail,Manager,0
2783,0,9,Manufacturing,Coordinator,0
2317,9,3,Healthcare,Manager,0
4191,9,4,Healthcare,VP,1
3345,4,1,Finance,VP,0
229,7,13,Manufacturing,VP,1
2849,5,6,Healthcare,VP,1
4174,8,2,SaaS,Coordinator,0
1108,10,4,Retail,CEO,1
2711,4,14,Retail,CEO,1
4049,4,11,Manufacturing,Director,1
3040,4,3,Finance,Director,0
4223,7,4,Healthcare,Coordinator,0
2044,7,15,Manufacturing,Manager,1
149,7,1,Healthcare,VP,0
2993,9,9,Manufacturing,VP,1
4672,6,14,Healthcare,Manager,1
3584,6,4,Finance,Coordinator,0
2802,6,15,SaaS,Director,1
2712,5,7,Healthcare,Manager,0
1392,7,13,Retail,VP,1
180,6,9,SaaS,Director,1
1263,7,4,Retail,CEO,1
2962,3,2,Healthcare,VP,0
937,10,6,Healthcare,Manager,0
4076,10,1,SaaS,VP,1
2327,5,10,Manufacturing,Director,1
2383,5,11,Manufacturing,VP,1
2988,6,5,SaaS,CEO,1
4583,10,6,Finance,VP,1
3972,6,13,Manufacturing,Manager,1
4601,9,11,SaaS,VP,1
4765,1,0,Manufacturing,CEO,0
426,4,6,SaaS,CEO,0
737,5,10,Retail,Coordinator,0
2640,2,2,Manufacturing,CEO,0
4786,3,7,Retail,Coordinator,0
3153,0,7,SaaS,CEO,0
305,8,11,SaaS,Manager,1
283,5,11,Manufacturing,Director,1
4902,1,2,SaaS,VP,0
1686,2,1,Finance,CEO,0
2345,0,1,Manufacturing,Director,0
1954,3,13,Finance,CEO,1
4822,0,5,SaaS,Director,0
4461,8,14,Manufacturing,Director,1
524,8,6,Manufacturing,VP,1
2331,7,3,Retail,CEO,1
3551,6,7,Healthcare,Director,1
74,8,7,Healthcare,Coordinator,0
769,2,9,Finance,CEO,0
3573,4,15,Healthcare,Director,1
3393,4,8,SaaS,VP,1
3803,10,6,Finance,CEO,1
4919,6,13,Finance,CEO,1
4875,10,10,Manufacturing,Manager,1
4512,7,14,Healthcare,VP,1
4650,2,9,Retail,Coordinator,0
3662,10,2,Healthcare,VP,1
3155,9,6,Manufacturing,Coordinator,0
2753,3,2,Healthcare,VP,0
3591,6,9,Finance,Director,1
2296,0,4,Retail,Coordinator,0
101,8,12,Healthcare,Coordinator,1
3193,6,13,Manufacturing,Manager,1
1007,10,5,Finance,Coordinator,0
1205,3,4,Healthcare,CEO,0
4599,7,4,Finance,Manager,0
1865,7,6,Finance,CEO,1
4581,4,1,Retail,Manager,0
1679,8,13,Retail,VP,1
4276,5,15,Manufacturing,Director,1
431,4,10,Healthcare,Coordinator,0
3164,10,10,Retail,CEO,1
3056,7,12,Manufacturing,Manager,1
453,5,10,SaaS,Director,1
3250,10,15,Retail,VP,1
2102,9,8,Finance,CEO,1
1846,2,14,SaaS,VP,1
3377,1,8,Retail,VP,0
1590,4,8,Finance,Manager,0
513,4,4,SaaS,Coordinator,0
3543,7,8,Retail,Manager,0
3030,2,1,Finance,VP,0
688,10,2,Manufacturing,Coordinator,0
2857,10,0,Healthcare,CEO,1
3074,10,3,Finance,Director,1
2603,8,10,SaaS,Coordinator,1
727,10,8,Finance,Director,1
1532,9,15,Retail,CEO,1
1687,2,15,Manufacturing,Manager,0
2296,2,6,Finance,Coordinator,0
794,0,12,SaaS,Coordinator,0
644,7,1,SaaS,VP,0
1247,2,2,Manufacturing,VP,0
2873,7,9,Manufacturing,CEO,1
2974,9,0,Healthcare,Director,1
3885,0,5,Healthcare,Coordinator,0
3526,1,3,Healthcare,Director,0
2603,8,6,SaaS,VP,1
61,10,15,Retail,VP,1
1021,3,1,Retail,Manager,0
98,9,4,Finance,Manager,0
3298,8,14,Healthcare,VP,1
1657,7,3,Healthcare,CEO,1
1969,2,1,Healthcare,Director,0
687,9,4,Retail,VP,1
2049,1,5,Retail,CEO,0
3378,5,12,SaaS,Director,1
1825,3,12,SaaS,CEO,1
2924,5,0,Retail,Director,0
2062,7,10,Healthcare,VP,1
1237,6,14,Finance,Manager,1
1992,6,15,SaaS,Director,1
3734,5,3,SaaS,Manager,0
2928,10,13,Manufacturing,CEO,1
351,6,0,Healthcare,CEO,0
632,1,5,SaaS,Coordinator,0
758,6,14,Manufacturing,Director,1
1486,3,11,Finance,Coordinator,0
1891,3,0,Healthcare,VP,0
4349,4,10,SaaS,CEO,1
2720,7,1,Retail,Coordinator,0
2441,3,4,SaaS,Coordinator,0
1871,0,4,Healthcare,Director,0
3253,10,8,Retail,Coordinator,1
2748,10,10,SaaS,Coordinator,1
211,2,1,Healthcare,Manager,0
540,5,9,Manufacturing,Coordinator,0
278,5,3,SaaS,Coordinator,0
1823,3,9,Retail,VP,1
2040,3,13,Finance,Director,1
63,5,15,Healthcare,VP,1
1595,7,1,SaaS,Coordinator,0
4435,4,3,Retail,VP,0
1921,7,14,SaaS,Director,1
795,7,0,Healthcare,CEO,0
513,1,5,Healthcare,Coordinator,0
1399,8,7,Finance,Coordinator,0
3865,1,14,Manufacturing,VP,1
3128,8,3,Retail,CEO,1
4967,7,11,SaaS,VP,1
4960,1,15,Finance,Coordinator,0
1967,0,2,SaaS,VP,0
2984,9,2,Retail,Coordinator,0
4500,3,7,SaaS,CEO,1
4833,3,12,Healthcare,CEO,1
238,8,8,Healthcare,Manager,0
3169,5,9,Healthcare,Director,1
2746,9,6,Healthcare,CEO,1
185,10,15,Retail,VP,1
64,9,8,Retail,Director,1
111,7,10,Retail,Director,1
1503,7,3,Manufacturing,Director,1
3374,0,4,Retail,Manager,0
1003,8,13,Manufacturing,Manager,1
972,0,7,Retail,Manager,0
4823,10,2,Manufacturing,VP,1
4693,0,2,Retail,Manager,0
411,3,4,Retail,CEO,0
1386,8,0,Healthcare,Coordinator,0
3793,7,15,Retail,Manager,1
703,4,14,Finance,CEO,1
4159,2,3,SaaS,Coordinator,0
2761,6,12,Healthcare,CEO,1
240,7,14,Finance,VP,1
4881,5,12,Manufacturing,Manager,0
4866,2,4,SaaS,VP,0
994,3,11,Retail,Director,1
4670,10,14,Healthcare,Coordinator,1
1441,5,1,SaaS,CEO,0
2933,1,13,Retail,VP,1
4310,6,15,Finance,VP,1
4444,1,4,SaaS,CEO,0
4078,4,14,Healthcare,CEO,1
3705,9,7,Healthcare,Coordinator,0
2738,10,9,Finance,Coordinator,1
1936,5,12,Manufacturing,Coordinator,0
4845,7,3,Finance,VP,1
1194,0,2,Manufacturing,Director,0
514,6,8,Retail,Coordinator,0
1018,2,12,Retail,Manager,0
4739,1,13,Manufacturing,Coordinator,0
1559,3,11,Finance,Manager,0
1753,10,2,Finance,Coordinator,0
3928,8,6,SaaS,VP,1
3232,8,4,Manufacturing,CEO,1
3073,3,7,Healthcare,VP,1
1467,6,5,SaaS,Director,1
4910,10,8,Manufacturing,CEO,1
2087,7,3,SaaS,Director,1
4585,2,12,Manufacturing,Coordinator,0
1623,4,11,SaaS,CEO,1
1900,9,5,Finance,Director,1
4753,3,2,Retail,CEO,0
4193,6,10,SaaS,Director,1
4660,10,8,Retail,VP,1
464,5,10,Retail,CEO,1
3962,9,2,Retail,VP,1
1679,1,4,Healthcare,Director,0
2482,10,10,Finance,VP,1
2038,8,2,SaaS,VP,1
4064,5,1,Manufacturing,Director,0
3773,2,1,Manufacturing,VP,0
4233,0,6,Retail,Coordinator,0
3066,7,11,Retail,Director,1
2111,3,6,Manufacturing,Manager,0
3343,8,12,Retail,Manager,1
4276,8,10,Healthcare,Manager,1
3284,9,8,Finance,Coordinator,1
2243,4,3,SaaS,Manager,0
138,4,4,Retail,Coordinator,0
3892,4,6,Healthcare,VP,1
4798,2,3,SaaS,Manager,0
4307,1,13,Manufacturing,Coordinator,0
940,3,4,Manufacturing,Director,0
3038,7,10,Finance,Coordinator,0
2522,8,2,SaaS,Manager,0
2671,7,1,Finance,VP,1
3762,5,12,SaaS,Manager,0
3385,4,5,Retail,Director,1
2483,5,10,Healthcare,CEO,1
1342,0,5,SaaS,Director,0
2809,4,12,Manufacturing,Director,1
1190,10,7,Manufacturing,VP,1
42,7,2,Retail,Director,1
2427,3,8,Retail,CEO,1
518,9,10,Healthcare,CEO,1
416,10,1,Retail,Manager,0
2056,9,2,SaaS,CEO,1
4745,5,3,Retail,Director,1
2773,2,2,Healthcare,Manager,0
1462,0,5,Finance,VP,0
884,7,10,Retail,Manager,0
3147,8,1,Manufacturing,VP,1
3582,4,2,Manufacturing,VP,0
2220,1,6,Finance,Director,0
3571,6,11,SaaS,Director,1
4252,5,2,Healthcare,CEO,0
2627,8,3,Retail,Coordinator,0
820,10,11,Retail,Coordinator,1
1406,9,1,Healthcare,Director,1
2500,9,5,Finance,Manager,0
4801,1,3,Healthcare,Director,0
4682,9,8,Manufacturing,Manager,1
2387,1,9,SaaS,Manager,0
1782,8,11,Retail,Coordinator,1
4770,3,3,Healthcare,Director,0
3386,5,4,SaaS,Manager,0
1339,0,3,Retail,VP,0
361,2,1,Manufacturing,Coordinator,0
2489,4,13,Manufacturing,Coordinator,0
4216,8,12,Retail,VP,1
2445,8,2,Manufacturing,Director,1
3805,2,3,Finance,CEO,0
3754,10,10,Manufacturing,Manager,1
3420,4,8,Manufacturing,Manager,0
2577,3,4,SaaS,Coordinator,0
218,1,3,Finance,Manager,0
4248,5,4,Finance,Manager,0
2953,6,5,Finance,VP,1
1509,8,8,SaaS,Director,1
1218,4,12,Finance,CEO,1
3914,1,7,Finance,Manager,0
1152,5,7,Healthcare,Director,1
1990,8,13,Retail,Manager,1
3681,7,12,SaaS,VP,1
1112,9,6,Manufacturing,Coordinator,0
4052,10,13,Retail,CEO,1
2487,0,15,Retail,Director,1
624,0,14,Healthcare,Director,1
2402,0,0,Finance,Director,0
303,5,2,SaaS,Coordinator,0
4049,2,9,Retail,Director,1
2833,4,5,Retail,VP,0
2380,1,13,Manufacturing,Coordinator,0
1708,9,5,Retail,CEO,1
1926,9,10,Finance,Director,1
4561,10,3,Manufacturing,Director,1
4198,9,6,Retail,Director,1
1373,7,13,Manufacturing,Manager,1
3926,0,8,Finance,Director,0
2895,7,7,SaaS,Coordinator,0
4942,5,7,SaaS,Manager,0
3502,10,5,SaaS,Director,1
2621,3,9,Retail,Manager,0
2845,0,15,SaaS,CEO,1
3937,5,0,Manufacturing,Coordinator,0
2447,9,9,Manufacturing,Coordinator,1
3282,3,11,Retail,CEO,1
4143,6,13,Finance,Manager,1
1957,8,0,Healthcare,Coordinator,0
2946,1,8,Manufacturing,VP,0
2950,4,5,Finance,VP,0
4783,5,10,SaaS,Director,1
1557,0,10,Manufacturing,Manager,0
2885,4,3,Manufacturing,CEO,0
1715,10,11,SaaS,Manager,1
222,9,13,Retail,VP,1
2816,1,7,Retail,Director,0
3302,5,0,Healthcare,Manager,0
2072,1,15,Finance,CEO,1
1176,2,7,Healthcare,Director,0
3449,7,14,SaaS,Director,1
1423,3,3,Finance,Coordinator,0
666,7,2,Manufacturing,Coordinator,0
4681,3,11,Healthcare,CEO,1
2632,2,3,SaaS,Director,0
3624,5,13,Finance,CEO,1
1791,1,2,Healthcare,Coordinator,0
1696,3,3,SaaS,Coordinator,0
4137,6,5,Finance,Manager,0
3548,5,8,SaaS,Manager,0
1934,8,3,Manufacturing,Manager,0
2004,6,9,Manufacturing,VP,1
769,10,1,SaaS,Director,1
564,8,4,Healthcare,Manager,0
2081,0,2,Retail,Manager,0
1113,8,8,Retail,Manager,0
3488,10,15,Manufacturing,CEO,1
1579,2,2,Healthcare,Coordinator,0
4979,9,15,SaaS,Director,1
1061,0,8,Finance,VP,0
4069,4,6,Finance,VP,1
2512,2,3,SaaS,CEO,0
2969,1,1,SaaS,VP,0
3246,0,2,SaaS,VP,0
915,3,3,Finance,VP,0
3011,5,14,Manufacturing,VP,1
1100,0,15,Finance,Director,1
1910,9,11,Retail,CEO,1
1078,10,2,Retail,CEO,1
638,8,15,Manufacturing,CEO,1
4033,6,15,Retail,VP,1
530,3,15,Retail,Manager,0
1065,3,2,Manufacturing,Coordinator,0
1838,9,14,Finance,Manager,1
2285,8,15,Finance,Manager,1
2262,5,3,Manufacturing,VP,0
2623,5,13,Manufacturing,Manager,0
3747,3,8,SaaS,Coordinator,0
4560,10,0,Retail,Coordinator,0
3309,4,1,Finance,Manager,0
2859,7,10,Manufacturing,VP,1
1588,9,3,Manufacturing,VP,1
1963,10,12,Finance,Manager,1
2973,4,9,Manufacturing,Director,1
1939,9,5,Retail,Manager,0
4626,5,8,SaaS,CEO,1
1876,8,10,Retail,CEO,1
79,2,1,Retail,Manager,0
2919,3,14,Manufacturing,VP,1
1532,0,11,Healthcare,VP,0
2767,3,10,Healthcare,VP,1
305,7,13,Retail,CEO,1
4133,8,5,Finance,Manager,0
266,0,14,Finance,Manager,0
2281,0,9,Retail,Manager,0
1032,2,9,Retail,Manager,0
3643,5,15,Manufacturing,Manager,1
2299,1,0,Healthcare,Coordinator,0
3512,6,15,SaaS,Coordinator,1
3437,4,8,Finance,CEO,1
1042,4,9,Retail,Manager,0
2129,9,13,Retail,Manager,1
951,0,3,Manufacturing,CEO,0
3829,0,7,Finance,Director,0
2683,7,1,Healthcare,VP,1
1846,0,14,Finance,Director,1
2532,6,13,Manufacturing,Coordinator,1
3965,10,8,Manufacturing,Manager,1
1761,10,1,Healthcare,Director,1
4215,1,14,Retail,Coordinator,0
4882,8,4,Healthcare,CEO,1
4709,2,9,Retail,Manager,0
2324,8,3,SaaS,Director,1
494,1,13,Healthcare,Director,1
1123,3,2,Healthcare,VP,0
3114,5,3,Manufacturing,Manager,0
1370,7,11,Manufacturing,Manager,0
3898,0,0,Finance,VP,0
1992,7,8,Finance,Director,1
2910,6,15,Healthcare,Manager,1
2718,3,12,Finance,VP,1
758,10,4,Finance,Manager,0
608,5,8,SaaS,Manager,0
940,9,0,Finance,Manager,0
3116,0,15,SaaS,Director,1
3303,10,6,SaaS,Manager,1
2963,2,5,SaaS,VP,0
2179,2,13,Retail,Director,1
3004,3,8,Finance,VP,1
3486,1,3,Retail,Manager,0
2571,10,9,Healthcare,Director,1
3394,1,8,Healthcare,VP,0
1727,7,10,Manufacturing,Director,1
3298,8,4,Manufacturing,VP,1
501,8,3,Healthcare,Coordinator,0
4765,10,9,SaaS,Director,1
1578,2,6,Healthcare,Coordinator,0
3044,9,7,Healthcare,Coordinator,0
468,3,10,Finance,Coordinator,0
4252,0,10,SaaS,CEO,0
2599,0,15,Manufacturing,Manager,0
4809,10,14,Finance,VP,1
2133,4,4,Healthcare,Director,0
2307,7,15,Retail,CEO,1
2083,4,8,Manufacturing,CEO,1
2177,9,7,SaaS,VP,1
3509,4,1,SaaS,CEO,0
81,6,4,Retail,VP,1
4485,6,4,Retail,VP,1
3000,3,15,Retail,Coordinator,0
1876,8,11,Healthcare,CEO,1
179,9,3,Finance,Manager,0
191,4,0,Retail,Director,0
2962,4,11,Finance,Coordinator,0
3574,0,2,Retail,Manager,0
4708,9,7,Finance,VP,1
3849,0,14,Manufacturing,Director,1
3263,2,11,SaaS,CEO,1
2440,3,3,Retail,Manager,0
1792,2,11,SaaS,Director,1
4798,4,7,Manufacturing,Coordinator,0
4361,4,8,Finance,CEO,1
4571,9,11,Finance,Director,1
3511,1,15,Manufacturing,VP,1
4678,6,8,Healthcare,VP,1
4962,5,11,Retail,Coordinator,0
960,2,14,Finance,Manager,0
4048,4,4,Retail,Manager,0
4344,3,4,Finance,VP,0
203,2,6,Manufacturing,Director,0
3238,10,4,Retail,CEO,1
848,7,13,Healthcare,Manager,1
2277,0,8,Retail,VP,0
3013,1,2,Finance,Coordinator,0
3104,3,2,SaaS,Manager,0
2878,0,4,Finance,Coordinator,0
4950,2,1,Retail,VP,0
2783,9,11,Finance,Coordinator,1
1114,7,13,Retail,CEO,1
2245,2,6,Manufacturing,Director,0
2617,4,6,Finance,CEO,1
1595,2,14,Manufacturing,Director,1
4990,6,5,SaaS,VP,1
990,0,0,Finance,CEO,0
21,7,14,Finance,Manager,1
2119,3,8,Manufacturing,CEO,1
4673,10,12,Healthcare,Director,1
4079,1,11,Healthcare,CEO,1
2046,1,0,Healthcare,Director,0
45,8,6,SaaS,Coordinator,0
3722,3,0,Manufacturing,VP,0
433,7,6,Finance,CEO,1
3690,3,3,Finance,Coordinator,0
3912,3,8,SaaS,VP,1
4246,5,1,Finance,CEO,0
3066,9,0,Manufacturing,Director,1
3384,8,0,SaaS,Coordinator,0
491,7,4,Finance,Manager,0
4603,10,15,SaaS,Director,1
1003,8,8,Healthcare,Director,1
2019,9,10,Manufacturing,CEO,1
319,2,7,Finance,Manager,0
2695,9,14,Healthcare,Manager,1
3780,5,14,Manufacturing,Manager,1
1629,2,6,SaaS,Coordinator,0
4317,8,1,Retail,Manager,0
4966,4,2,Retail,VP,0
106,2,8,SaaS,Director,0
206,0,14,Manufacturing,Coordinator,0
3476,7,11,Manufacturing,CEO,1
2668,5,10,SaaS,Coordinator,0
2785,9,3,Healthcare,VP,1
363,4,14,Finance,Director,1
3211,6,9,Retail,Director,1
3658,2,13,Healthcare,Manager,0
4435,1,9,Finance,Manager,0
2536,3,8,Healthcare,Manager,0
2133,6,4,SaaS,CEO,1
3172,4,6,Healthcare,Coordinator,0
1658,9,9,SaaS,CEO,1
3103,7,8,SaaS,CEO,1
4564,10,13,Manufacturing,Coordinator,1
2958,8,10,Retail,VP,1
627,1,1,Retail,CEO,0
3759,10,4,Retail,VP,1
760,8,14,Manufacturing,Director,1
4753,7,10,Finance,CEO,1
3882,0,2,Finance,VP,0
4720,3,3,Retail,VP,0
2929,10,4,Healthcare,Director,1
3602,8,0,Healthcare,CEO,1
32,4,1,Retail,Coordinator,0
1655,6,11,SaaS,Coordinator,0
3672,5,12,Manufacturing,Director,1
3549,9,4,SaaS,Director,1
1312,7,6,Healthcare,CEO,1
975,2,11,Retail,CEO,1
1522,1,4,Finance,Manager,0
230,8,10,Retail,Coordinator,0
4729,5,3,Healthcare,Director,1
1172,4,5,Healthcare,CEO,0
3128,0,0,Manufacturing,Coordinator,0
16,5,15,Manufacturing,Director,1
3346,10,1,Finance,Manager,0
1666,4,2,Finance,CEO,0
2781,10,6,Finance,Coordinator,0
4233,5,13,Manufacturing,VP,1
4942,7,14,SaaS,CEO,1
366,6,1,SaaS,CEO,0
2241,6,3,Healthcare,Director,1
2037,7,1,SaaS,VP,1
4853,1,15,Healthcare,VP,1
1623,6,14,SaaS,CEO,1
1962,8,14,Retail,Director,1
659,5,15,Retail,VP,1
60,5,8,Healthcare,Coordinator,0
3590,6,3,Manufacturing,Director,1
2389,8,15,Healthcare,Manager,1
2255,2,15,Manufacturing,VP,1
1925,10,2,Healthcare,Manager,0
4960,8,15,Finance,CEO,1
1707,4,5,SaaS,Director,0
1127,3,7,Manufacturing,Coordinator,0
4303,2,3,Healthcare,Coordinator,0
205,0,14,SaaS,Director,1
1145,10,0,Healthcare,VP,1
4199,4,11,Retail,CEO,1
3966,1,11,Healthcare,Manager,0
3816,10,12,Retail,Manager,1
2440,5,13,Manufacturing,Coordinator,0
1899,9,2,SaaS,CEO,1
2550,5,14,Retail,CEO,1
3697,6,11,Retail,CEO,1
3162,6,8,Retail,CEO,1
393,8,11,Finance,Manager,1
4107,10,10,Finance,Coordinator,1
3579,4,10,Healthcare,Director,1
588,7,11,SaaS,VP,1
4705,9,15,Manufacturing,Director,1
4870,8,15,Finance,CEO,1
2963,4,8,Finance,Director,1
50,6,2,Manufacturing,VP,0
342,6,5,Manufacturing,Coordinator,0
3839,10,7,Manufacturing,CEO,1
2267,0,1,Retail,CEO,0
1154,4,13,Retail,Director,1
4795,0,7,Finance,Manager,0
2114,3,1,Finance,Manager,0
4466,3,7,Finance,Manager,0
657,1,3,Manufacturing,VP,0
185,6,11,Healthcare,Coordinator,0
4366,5,10,Manufacturing,CEO,1
2629,5,4,Healthcare,VP,1
1267,9,12,SaaS,VP,1
622,4,6,Retail,Coordinator,0
3757,4,11,Retail,Coordinator,0
1739,5,2,Retail,Coordinator,0
4484,3,14,SaaS,Director,1
2698,5,12,Retail,Coordinator,0
3549,3,6,Manufacturing,Coordinator,0
2921,8,13,Healthcare,Manager,1
3810,10,4,Healthcare,CEO,1
386,1,3,Retail,Director,0
2170,6,9,Retail,CEO,1
1387,9,6,Retail,Coordinator,0
2336,2,13,Manufacturing,VP,1
967,7,14,Finance,CEO,1
3953,9,1,SaaS,Manager,0
1084,10,15,SaaS,Coordinator,1
486,10,10,Finance,Manager,1
1549,8,14,Finance,Manager,1
1063,1,11,SaaS,Coordinator,0
349,10,8,Healthcare,CEO,1
1415,4,8,Retail,Director,1
1242,0,3,Retail,VP,0
3491,6,6,Finance,Coordinator,0
1747,10,11,SaaS,Coordinator,1
1285,4,6,Finance,CEO,1
1060,5,7,Manufacturing,Manager,0
2275,0,7,SaaS,CEO,0
2581,5,9,SaaS,VP,1
1317,0,4,Healthcare,Coordinator,0
2447,3,11,SaaS,CEO,1
2303,5,0,Manufacturing,Director,0
2031,2,1,Manufacturing,Coordinator,0
4991,7,0,Finance,VP,1
2220,0,9,Finance,Manager,0
207,9,0,Retail,CEO,1
798,10,5,Finance,VP,1
1988,2,15,Retail,Director,1
4020,6,11,Healthcare,VP,1
3621,6,2,Retail,Director,1
3645,5,15,Finance,VP,1
2635,4,3,Healthcare,CEO,0
807,2,12,Retail,CEO,1
876,5,7,Manufacturing,Director,1
4737,2,8,Finance,CEO,1
427,2,2,Healthcare,Manager,0
814,3,8,Finance,Director,1
4674,0,13,Finance,CEO,1
4430,9,10,Manufacturing,Director,1
2369,7,15,Finance,Director,1
4638,1,4,Manufacturing,Coordinator,0
365,3,14,SaaS,Coordinator,0
908,2,14,Healthcare,Coordinator,0
1995,9,11,Healthcare,CEO,1
727,4,5,SaaS,Manager,0
3462,10,5,Finance,Manager,0
3217,10,10,Manufacturing,Manager,1
385,0,8,Healthcare,Director,0
3236,4,6,Retail,VP,1
2386,4,6,Finance,Coordinator,0
3437,9,2,Healthcare,Director,1
1290,0,1,Retail,Director,0
1362,7,12,Manufacturing,Director,1
2624,2,14,Manufacturing,Manager,0
4165,7,10,Retail,Manager,1
471,9,6,Finance,Coordinator,0
3058,3,1,SaaS,Manager,0
4826,0,1,Retail,Director,0
1161,5,13,Retail,CEO,1
2719,4,12,Healthcare,Coordinator,0
3394,1,15,Finance,Coordinator,0
2541,7,0,Finance,VP,0
2256,6,6,Finance,Director,1
2361,6,11,Retail,Coordinator,0
2345,1,10,Healthcare,CEO,1
1654,5,3,Retail,VP,0
4065,3,10,SaaS,Coordinator,0
3011,1,15,Retail,Coordinator,0
3177,5,11,Manufacturing,CEO,1
2690,6,0,SaaS,Director,0
1803,7,10,Finance,Director,1
4674,6,8,Manufacturing,VP,1
1154,1,0,Manufacturing,Director,0
1517,2,10,SaaS,VP,1
2783,5,15,Manufacturing,VP,1
1631,7,4,Finance,CEO,1
3258,6,1,Healthcare,Manager,0
2342,2,13,Healthcare,Director,1
480,2,15,SaaS,Coordinator,0
644,3,15,Finance,Director,1
4846,8,4,SaaS,Manager,0
1650,5,4,Healthcare,Director,0
4975,2,5,Manufacturing,VP,0
279,1,9,Manufacturing,CEO,0
1100,8,8,SaaS,CEO,1
3553,10,10,Finance,Coordinator,1
455,8,14,Manufacturing,Director,1
2418,7,12,Retail,Coordinator,1
206,0,14,Manufacturing,Director,1
2555,4,12,Retail,CEO,1
3100,9,9,Manufacturing,Director,1
3544,10,0,Manufacturing,VP,1
1733,8,13,Manufacturing,Director,1
2926,0,10,Healthcare,Coordinator,0
1490,5,13,Finance,Coordinator,0
3915,2,12,Retail,Coordinator,0
1208,3,4,Healthcare,CEO,0
1311,7,7,Healthcare,CEO,1
4436,9,5,Retail,Manager,0
2225,7,5,Finance,Director,1
2085,10,8,Retail,CEO,1
3268,1,1,Healthcare,Manager,0
2453,9,12,SaaS,Coordinator,1
404,6,12,Finance,Coordinator,0
4506,6,15,Manufacturing,Director,1
2236,4,8,SaaS,Director,1
2960,1,13,Manufacturing,VP,1
3426,1,7,Healthcare,VP,0
395,8,7,Finance,Manager,0
4470,3,0,SaaS,CEO,0
4755,3,8,Retail,CEO,1
4807,1,4,Finance,CEO,0
4055,9,7,Manufacturing,Coordinator,1
29,1,5,Finance,Manager,0
638,6,6,SaaS,Coordinator,0
3016,2,0,SaaS,Director,0
1979,9,3,Healthcare,Director,1
1781,1,6,Finance,CEO,0
1786,10,2,Healthcare,Manager,0
4873,8,5,SaaS,Director,1
3983,0,5,Finance,Manager,0
4509,9,13,Retail,Director,1
296,1,5,Manufacturing,VP,0
4961,0,7,SaaS,CEO,0
3990,10,10,Retail,Coordinator,1
122,0,0,SaaS,Coordinator,0
658,7,12,Healthcare,Director,1
